"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
"12907","9/13/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12908","9/14/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12909","9/15/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12910","9/16/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12911","9/17/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12912","9/18/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12913","9/19/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12914","9/20/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12915","9/21/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12916","9/22/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12917","9/23/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12918","9/24/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12919","9/25/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12920","9/26/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12921","9/27/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12922","9/28/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12923","9/29/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12924","9/30/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12925","10/1/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12926","10/2/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12927","10/3/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12928","10/4/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12929","10/5/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12930","10/6/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12931","10/7/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12932","10/8/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12933","10/9/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12934","10/10/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12935","10/11/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12936","10/12/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12937","10/13/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12938","10/14/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12939","10/15/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12940","10/16/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12941","10/17/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12942","10/18/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12943","10/19/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12944","10/20/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12945","10/21/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12946","10/22/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12947","10/23/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12948","10/24/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12949","10/25/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12950","10/26/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12951","10/27/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12952","10/28/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12953","10/29/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12954","10/30/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12955","10/31/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12956","11/1/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12957","11/2/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12958","11/3/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12959","11/4/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12960","11/5/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12961","11/6/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12962","11/7/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12963","11/8/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12964","11/9/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12965","11/10/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12966","11/11/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12967","11/12/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12968","11/13/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12969","11/14/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12970","11/15/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12971","11/16/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12972","11/17/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12973","11/18/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12974","11/19/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12975","11/20/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12976","11/21/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12977","11/22/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12978","11/23/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12979","11/24/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12980","11/25/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12981","11/26/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12982","11/27/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12983","11/28/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12984","11/29/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12985","11/30/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12986","12/1/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12987","12/2/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12988","12/3/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12989","12/4/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12990","12/5/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12991","12/6/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12992","12/7/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12993","12/8/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12994","12/9/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12995","12/10/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12996","12/11/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12997","12/12/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12998","12/13/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"12999","12/14/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13000","12/15/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13001","12/16/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13002","12/17/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13003","12/18/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13004","12/19/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13005","12/20/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13006","12/21/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13007","12/22/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13008","12/23/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13009","12/24/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13010","12/25/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13011","12/26/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13012","12/27/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13013","12/28/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13014","12/29/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13015","12/30/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13016","12/31/2012 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13017","1/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13018","1/2/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13019","1/3/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13020","1/4/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13021","1/5/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13022","1/6/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13023","1/7/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13024","1/8/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13025","1/9/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13026","1/10/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13027","1/11/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13028","1/12/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13029","1/13/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13030","1/14/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13031","1/15/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13032","1/16/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13033","1/17/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13034","1/18/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13035","1/19/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13036","1/20/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13037","1/21/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13038","1/22/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13039","1/23/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13040","1/24/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13041","1/25/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13042","1/26/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13043","1/27/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13044","1/28/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13045","1/29/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13046","1/30/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13047","1/31/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13048","2/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13049","2/2/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13050","2/3/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13051","2/4/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13052","2/5/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13053","2/6/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13054","2/7/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13055","2/8/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13056","2/9/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13057","2/10/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13058","2/11/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13059","2/12/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13060","2/13/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13061","2/14/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13062","2/15/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13063","2/16/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13064","2/17/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13065","2/18/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13066","2/19/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13067","2/20/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13068","2/21/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13069","2/22/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13070","2/23/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13071","2/24/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13072","2/25/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13073","2/26/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13074","2/27/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13075","2/28/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13076","3/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13077","3/2/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13078","3/3/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13079","3/4/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13080","3/5/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13081","3/6/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13082","3/7/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13083","3/8/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13084","3/9/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13085","3/10/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13086","3/11/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13087","3/12/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13088","3/13/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13089","3/14/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13090","3/15/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13091","3/16/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13092","3/17/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13093","3/18/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13094","3/19/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13095","3/20/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13096","3/21/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13097","3/22/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13098","3/23/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13099","3/24/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13100","3/25/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13101","3/26/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13102","3/27/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13103","3/28/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13104","3/29/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13105","3/30/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13106","3/31/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13107","4/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13108","4/2/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13109","4/3/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13110","4/4/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13111","4/5/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13112","4/6/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13113","4/7/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13114","4/8/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13115","4/9/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13116","4/10/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13117","4/11/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13118","4/12/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13119","4/13/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13120","4/14/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13121","4/15/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13122","4/16/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13123","4/17/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13124","4/18/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13125","4/19/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13126","4/20/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13127","4/21/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13128","4/22/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13129","4/23/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13130","4/24/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13131","4/25/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13132","4/26/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13133","4/27/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13134","4/28/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13135","4/29/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13136","4/30/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13137","5/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13138","5/2/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13139","5/3/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13140","5/4/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13141","5/5/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13142","5/6/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13143","5/7/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13144","5/8/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13145","5/9/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13146","5/10/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13147","5/11/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13148","5/12/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13149","5/13/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13150","5/14/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13151","5/15/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13152","5/16/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13153","5/17/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13154","5/18/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13155","5/19/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13156","5/20/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13157","5/21/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13158","5/22/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13159","5/23/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13160","5/24/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13161","5/25/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13162","5/26/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13163","5/27/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13164","5/28/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13165","5/29/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13166","5/30/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13167","5/31/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
"13168","6/1/2013 12:00:00 AM","USD","USD","1.0000","1.0000","1/2/2014 5:39:45 PM"
